date,series_id,value,realtime_start,realtime_end
1971-10-01,CPIAUCSL,40.9,2024-05-15,2024-05-15
1971-11-01,CPIAUCSL,41,2024-05-15,2024-05-15
1971-12-01,CPIAUCSL,41.1,2024-05-15,2024-05-15
1972-01-01,CPIAUCSL,41.2,2024-05-15,2024-05-15
1972-02-01,CPIAUCSL,41.4,2024-05-15,2024-05-15
1972-03-01,CPIAUCSL,41.4,2024-05-15,2024-05-15
1972-04-01,CPIAUCSL,41.5,2024-05-15,2024-05-15
1972-05-01,CPIAUCSL,41.6,2024-05-15,2024-05-15
1972-06-01,CPIAUCSL,41.7,2024-05-15,2024-05-15
1972-07-01,CPIAUCSL,41.8,2024-05-15,2024-05-15
1972-08-01,CPIAUCSL,41.9,2024-05-15,2024-05-15
1972-09-01,CPIAUCSL,42.1,2024-05-15,2024-05-15
1972-10-01,CPIAUCSL,42.2,2024-05-15,2024-05-15
1972-11-01,CPIAUCSL,42.4,2024-05-15,2024-05-15
1972-12-01,CPIAUCSL,42.5,2024-05-15,2024-05-15
1973-01-01,CPIAUCSL,42.7,2024-05-15,2024-05-15
1973-02-01,CPIAUCSL,43,2024-05-15,2024-05-15
1973-03-01,CPIAUCSL,43.4,2024-05-15,2024-05-15
1973-04-01,CPIAUCSL,43.7,2024-05-15,2024-05-15
1973-05-01,CPIAUCSL,43.9,2024-05-15,2024-05-15
1973-06-01,CPIAUCSL,44.2,2024-05-15,2024-05-15
1973-07-01,CPIAUCSL,44.2,2024-05-15,2024-05-15
1973-08-01,CPIAUCSL,45,2024-05-15,2024-05-15
1973-09-01,CPIAUCSL,45.2,2024-05-15,2024-05-15
1973-10-01,CPIAUCSL,45.6,2024-05-15,2024-05-15
1973-11-01,CPIAUCSL,45.9,2024-05-15,2024-05-15
1973-12-01,CPIAUCSL,46.3,2024-05-15,2024-05-15
1974-01-01,CPIAUCSL,46.8,2024-05-15,2024-05-15
1974-02-01,CPIAUCSL,47.3,2024-05-15,2024-05-15
1974-03-01,CPIAUCSL,47.8,2024-05-15,2024-05-15
1974-04-01,CPIAUCSL,48.1,2024-05-15,2024-05-15
1974-05-01,CPIAUCSL,48.6,2024-05-15,2024-05-15
1974-06-01,CPIAUCSL,49,2024-05-15,2024-05-15
1974-07-01,CPIAUCSL,49.3,2024-05-15,2024-05-15
1974-08-01,CPIAUCSL,49.9,2024-05-15,2024-05-15
1974-09-01,CPIAUCSL,50.6,2024-05-15,2024-05-15
1974-10-01,CPIAUCSL,51,2024-05-15,2024-05-15
1974-11-01,CPIAUCSL,51.5,2024-05-15,2024-05-15
1974-12-01,CPIAUCSL,51.9,2024-05-15,2024-05-15
1975-01-01,CPIAUCSL,52.3,2024-05-15,2024-05-15
1975-02-01,CPIAUCSL,52.6,2024-05-15,2024-05-15
1975-03-01,CPIAUCSL,52.8,2024-05-15,2024-05-15
1975-04-01,CPIAUCSL,53,2024-05-15,2024-05-15
1975-05-01,CPIAUCSL,53.1,2024-05-15,2024-05-15
1975-06-01,CPIAUCSL,53.5,2024-05-15,2024-05-15
1975-07-01,CPIAUCSL,54,2024-05-15,2024-05-15
1975-08-01,CPIAUCSL,54.2,2024-05-15,2024-05-15
1975-09-01,CPIAUCSL,54.6,2024-05-15,2024-05-15
1975-10-01,CPIAUCSL,54.9,2024-05-15,2024-05-15
1975-11-01,CPIAUCSL,55.3,2024-05-15,2024-05-15
1975-12-01,CPIAUCSL,55.6,2024-05-15,2024-05-15
1976-01-01,CPIAUCSL,55.8,2024-05-15,2024-05-15
1976-02-01,CPIAUCSL,55.9,2024-05-15,2024-05-15
1976-03-01,CPIAUCSL,56,2024-05-15,2024-05-15
1976-04-01,CPIAUCSL,56.1,2024-05-15,2024-05-15
1976-05-01,CPIAUCSL,56.4,2024-05-15,2024-05-15
1976-06-01,CPIAUCSL,56.7,2024-05-15,2024-05-15
1976-07-01,CPIAUCSL,57,2024-05-15,2024-05-15
1976-08-01,CPIAUCSL,57.3,2024-05-15,2024-05-15
1976-09-01,CPIAUCSL,57.6,2024-05-15,2024-05-15
1976-10-01,CPIAUCSL,57.9,2024-05-15,2024-05-15
1976-11-01,CPIAUCSL,58.1,2024-05-15,2024-05-15
1976-12-01,CPIAUCSL,58.4,2024-05-15,2024-05-15
1977-01-01,CPIAUCSL,58.7,2024-05-15,2024-05-15
1977-02-01,CPIAUCSL,59.3,2024-05-15,2024-05-15
1977-03-01,CPIAUCSL,59.6,2024-05-15,2024-05-15
1977-04-01,CPIAUCSL,60,2024-05-15,2024-05-15
1977-05-01,CPIAUCSL,60.2,2024-05-15,2024-05-15
1977-06-01,CPIAUCSL,60.5,2024-05-15,2024-05-15
1977-07-01,CPIAUCSL,60.8,2024-05-15,2024-05-15
1977-08-01,CPIAUCSL,61.1,2024-05-15,2024-05-15
1977-09-01,CPIAUCSL,61.3,2024-05-15,2024-05-15
1977-10-01,CPIAUCSL,61.6,2024-05-15,2024-05-15
1977-11-01,CPIAUCSL,62,2024-05-15,2024-05-15
1977-12-01,CPIAUCSL,62.3,2024-05-15,2024-05-15
1978-01-01,CPIAUCSL,62.7,2024-05-15,2024-05-15
1978-02-01,CPIAUCSL,63,2024-05-15,2024-05-15
1978-03-01,CPIAUCSL,63.4,2024-05-15,2024-05-15
1978-04-01,CPIAUCSL,63.9,2024-05-15,2024-05-15
1978-05-01,CPIAUCSL,64.5,2024-05-15,2024-05-15
1978-06-01,CPIAUCSL,65,2024-05-15,2024-05-15
1978-07-01,CPIAUCSL,65.5,2024-05-15,2024-05-15
1978-08-01,CPIAUCSL,65.9,2024-05-15,2024-05-15
1978-09-01,CPIAUCSL,66.5,2024-05-15,2024-05-15
1978-10-01,CPIAUCSL,67.1,2024-05-15,2024-05-15
1978-11-01,CPIAUCSL,67.5,2024-05-15,2024-05-15
1978-12-01,CPIAUCSL,67.9,2024-05-15,2024-05-15
1979-01-01,CPIAUCSL,68.5,2024-05-15,2024-05-15
1979-02-01,CPIAUCSL,69.2,2024-05-15,2024-05-15
1979-03-01,CPIAUCSL,69.9,2024-05-15,2024-05-15
1979-04-01,CPIAUCSL,70.6,2024-05-15,2024-05-15
1979-05-01,CPIAUCSL,71.4,2024-05-15,2024-05-15
1979-06-01,CPIAUCSL,72.2,2024-05-15,2024-05-15
1979-07-01,CPIAUCSL,73,2024-05-15,2024-05-15
1979-08-01,CPIAUCSL,73.7,2024-05-15,2024-05-15
1979-09-01,CPIAUCSL,74.4,2024-05-15,2024-05-15
1979-10-01,CPIAUCSL,75.2,2024-05-15,2024-05-15
1979-11-01,CPIAUCSL,76,2024-05-15,2024-05-15
1979-12-01,CPIAUCSL,76.9,2024-05-15,2024-05-15
1980-01-01,CPIAUCSL,78,2024-05-15,2024-05-15
1980-02-01,CPIAUCSL,79,2024-05-15,2024-05-15
1980-03-01,CPIAUCSL,80.1,2024-05-15,2024-05-15
1980-04-01,CPIAUCSL,80.9,2024-05-15,2024-05-15
1980-05-01,CPIAUCSL,81.7,2024-05-15,2024-05-15
