Country Name,Country Code,Classification Name,Classification Code,Series Name,Series Code,2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Singapore,SGP,Price level index (World = 100),PX.WL,9080000:ACTUAL HEALTH,9080000,104.208627393205,..,..,..,..,..,136.562896283911
Sint Maarten,SXM,Price level index (World = 100),PX.WL,9080000:ACTUAL HEALTH,9080000,68.1489663738572,..,..,..,..,..,105.381337764857
Slovakia,SVK,Price level index (World = 100),PX.WL,9080000:ACTUAL HEALTH,9080000,55.6412302279879,..,..,..,..,..,56.8900185262799
Slovenia,SVN,Price level index (World = 100),PX.WL,9080000:ACTUAL HEALTH,9080000,103.388711467774,..,..,..,..,..,89.9958975052989
Solomon Islands,SLB,Price level index (World = 100),PX.WL,9080000:ACTUAL HEALTH,9080000,..,..,..,..,..,..,..
Somalia,SOM,Price level index (World = 100),PX.WL,9080000:ACTUAL HEALTH,9080000,..,..,..,..,..,..,..
South Africa,ZAF,Price level index (World = 100),PX.WL,9080000:ACTUAL HEALTH,9080000,71.7612954759729,..,..,..,..,..,71.1061308776167
South Asia (ICP),SAB,Price level index (World = 100),PX.WL,9080000:ACTUAL HEALTH,9080000,17.9915189361991,..,..,..,..,..,25.820020831939
South Sudan,SSD,Price level index (World = 100),PX.WL,9080000:ACTUAL HEALTH,9080000,..,..,..,..,..,..,..
Spain,ESP,Price level index (World = 100),PX.WL,9080000:ACTUAL HEALTH,9080000,140.044517387604,..,..,..,..,..,121.631785055032
Sri Lanka,LKA,Price level index (World = 100),PX.WL,9080000:ACTUAL HEALTH,9080000,22.6442018386225,..,..,..,..,..,19.6541412474656
St. Kitts and Nevis,KNA,Price level index (World = 100),PX.WL,9080000:ACTUAL HEALTH,9080000,67.6215816864948,..,..,..,..,..,78.9986865709314
St. Lucia,LCA,Price level index (World = 100),PX.WL,9080000:ACTUAL HEALTH,9080000,75.4156980317318,..,..,..,..,..,95.5848635641416
St. Vincent and the Grenadines,VCT,Price level index (World = 100),PX.WL,9080000:ACTUAL HEALTH,9080000,56.8506533253606,..,..,..,..,..,72.3838658277906
Sub-Saharan Africa (ICP),SSB,Price level index (World = 100),PX.WL,9080000:ACTUAL HEALTH,9080000,46.8086727918046,..,..,..,..,..,51.1263934576791
Sudan,SDN,Price level index (World = 100),PX.WL,9080000:ACTUAL HEALTH,9080000,21.9325369127757,..,..,..,..,..,17.2804835791546
Suriname,SUR,Price level index (World = 100),PX.WL,9080000:ACTUAL HEALTH,9080000,41.2058798114596,..,..,..,..,..,37.9011887786813
Sweden,SWE,Price level index (World = 100),PX.WL,9080000:ACTUAL HEALTH,9080000,197.979979231976,..,..,..,..,..,189.478644027655
Switzerland,CHE,Price level index (World = 100),PX.WL,9080000:ACTUAL HEALTH,9080000,260.157872640791,..,..,..,..,..,241.547201683065
Syrian Arab Republic,SYR,Price level index (World = 100),PX.WL,9080000:ACTUAL HEALTH,9080000,..,..,..,..,..,..,..
"Taiwan, China",TWN,Price level index (World = 100),PX.WL,9080000:ACTUAL HEALTH,9080000,41.5190987140434,..,..,..,..,..,46.6021654878856
